false_id,group,control_id,design_distance,max_standardized_gap
zh_ja_003,true_friend,true_001326,25.890391654573165,2.402363920056325
zh_ja_003,true_friend,true_003218,26.010692293651715,2.402363920056325
zh_ja_003,true_friend,true_002361,26.07265519533322,2.402363920056325
zh_ja_003,true_friend,true_001738,26.130452661060644,2.402363920056325
zh_ja_003,true_friend,true_004113,26.392009395044738,2.402363920056325
zh_ja_003,true_friend,true_000096,26.450985607986176,2.402363920056325
zh_ja_003,true_friend,true_001251,26.564131754120538,2.402363920056325
zh_ja_003,true_friend,true_001222,26.8836508707573,2.402363920056325
zh_ja_003,true_friend,true_001489,27.064010808883346,2.402363920056325
zh_ja_003,true_friend,true_001212,27.32478214791923,2.402363920056325
zh_ja_003,true_friend,true_000109,27.47938259711576,2.402363920056325
zh_ja_003,true_friend,true_000429,27.804757129848333,2.402363920056325
zh_ja_003,true_friend,true_000119,28.11268240733431,2.402363920056325
zh_ja_003,true_friend,true_005300,28.884448433414775,2.402363920056325
zh_ja_003,true_friend,true_003541,29.82387029900763,4.220370945280145
zh_ja_003,true_friend,true_001681,30.030757255777417,4.220370945280145
zh_ja_003,true_friend,true_006127,31.07795613510104,2.402363920056325
zh_ja_003,true_friend,true_000463,31.414295491985122,2.402363920056325
zh_ja_003,true_friend,true_004233,31.455517116477125,4.220370945280145
zh_ja_003,true_friend,true_003542,31.852147060273822,3.3131432258690188
zh_ja_003,true_friend,true_001072,32.10665973550946,4.220370945280145
zh_ja_003,true_friend,true_000239,32.19615772141839,4.220370945280145
zh_ja_003,true_friend,true_000028,32.53557193462887,4.220370945280145
zh_ja_003,true_friend,true_006571,33.165574529733014,4.220370945280145
zh_ja_003,true_friend,true_000000,33.29968502015947,4.220370945280145
zh_ja_003,true_friend,true_006131,33.75933729883989,4.220370945280145
zh_ja_003,true_friend,true_001427,34.671887806902795,2.402363920056325
zh_ja_003,true_friend,true_000808,36.65606002595765,4.220370945280145
zh_ja_003,true_friend,true_000043,37.073068816462495,4.220370945280145
zh_ja_003,true_friend,true_001539,37.50527482069191,2.402363920056325
zh_ja_003,true_friend,true_000011,38.676746922279726,4.220370945280145
zh_ja_003,true_friend,true_002927,38.78097321833148,4.220370945280145
zh_ja_003,true_friend,true_006379,38.80971642743207,4.220370945280145
zh_ja_003,true_friend,true_001688,38.893542619075475,4.220370945280145
zh_ja_003,true_friend,true_000261,38.92982673291168,4.220370945280145
